user_id,session_id,timestamp,event_type,product_id,device_type,referral_source
user_44,090ae756-d0cb-4d84-b874-3ed93205da11,2025-04-15T18:36:04.735223,remove_from_cart,prod_28,tablet,email
user_52,272f19ab-665e-42fa-8f4b-418ac65b87ae,2025-02-09T07:00:22.347672,view,prod_72,desktop,social
user_9,b79625b9-d3ac-474a-ad0e-35d9f0e98323,2025-05-01T07:48:14.533964,view,prod_80,desktop,ad
user_193,731e60e6-e510-4d97-85a3-76e2effc789c,2025-01-26T12:50:10.207720,purchase,prod_95,tablet,social
user_118,f74dedfa-f91e-49b9-9ca1-dc494cbd75e1,2025-03-18T19:44:21.189193,view,prod_71,mobile,email
user_10,17373aaf-8670-4cb2-a83c-63bcd49ac26f,2025-06-27T12:32:05.606044,remove_from_cart,prod_67,desktop,ad
user_46,66db3a00-fccb-4bf4-8579-fcb132ebefb0,2025-05-29T23:20:05.514133,purchase,prod_29,tablet,organic
user_103,aa630861-57de-4286-bf92-9cca46dc926d,2025-01-08T21:59:53.851499,add_to_cart,prod_100,tablet,email
user_186,efa6c785-a551-461a-aa94-cdd5a21829fc,2025-04-03T11:28:08.479165,purchase,prod_61,mobile,email
user_37,ef3ab61d-e464-4a2a-9b4a-2e44da0cf00b,2025-05-12T21:40:47.467310,purchase,prod_68,tablet,social
user_52,90a614ff-ccc6-47ee-9289-29e83503f987,2025-06-04T09:06:24.194209,purchase,prod_9,tablet,organic
user_99,6fc84e30-ac9d-482c-a088-75e049e13b68,2025-01-21T02:11:18.306453,view,prod_17,mobile,email
user_81,c8c8676e-177a-43f8-beda-5c26e63aa7be,2025-04-25T10:23:35.863409,remove_from_cart,prod_49,desktop,social
user_13,842afd96-f0da-4919-b116-12917a7a8932,2025-05-23T11:38:36.810849,view,prod_63,desktop,social
user_134,7f2627a6-e0d7-41d0-a9a0-59c760312aea,2025-01-03T15:17:40.314622,remove_from_cart,prod_84,desktop,email
user_186,b8a4e56c-32da-428e-9965-20e5829b1a36,2025-02-11T15:50:28.499244,view,prod_78,tablet,ad
user_101,95dad106-8b7d-48b4-a17c-23447a2fb21a,2025-04-02T02:43:56.116196,purchase,prod_46,tablet,email
user_128,046dda58-fbb7-4567-8fb7-a45d1441f743,2025-01-05T09:28:06.550526,remove_from_cart,prod_93,mobile,organic
user_48,4002916c-fcc9-4008-9702-6b1463ad0cb8,2025-03-11T16:24:35.403363,view,prod_13,tablet,email
user_160,a1078a24-4fd5-4b48-ae9c-4868f2b382ba,2025-04-06T18:46:51.659456,purchase,prod_100,tablet,ad
user_11,73fc1668-c884-43b0-b7e0-413e97ed4a92,2025-04-27T20:29:10.052154,add_to_cart,prod_45,desktop,social
user_81,47c68eee-8cae-4488-bc25-c4651b715452,2025-05-02T08:48:52.302817,view,prod_53,tablet,organic
user_5,e6ba7089-dc81-4f1a-80b9-430291d59f18,2025-05-24T23:05:06.664819,view,prod_17,tablet,organic
user_6,9d3e9cc0-d7c1-4e96-ae82-9cb1507a5864,2025-02-08T14:21:42.142417,add_to_cart,prod_47,tablet,organic
user_117,cc6be9c3-7c5b-4378-bd27-775e0ecb39fc,2025-04-24T14:55:35.363291,view,prod_62,mobile,organic
user_149,3f76485f-4c31-48dc-af0c-968cea07c1c4,2025-05-04T15:15:01.393746,add_to_cart,prod_50,tablet,ad
user_42,cf34dfa5-31bc-4199-9218-c7f5ff2f3580,2025-03-15T11:55:32.224365,remove_from_cart,prod_43,mobile,ad
user_81,a62c019a-d070-4cec-84a9-55ff7aa64f4a,2025-07-01T04:48:28.091283,add_to_cart,prod_68,desktop,ad
user_155,b75f3a25-10ab-4eda-b075-08f211cb2cb8,2025-04-14T09:25:28.074806,purchase,prod_84,tablet,ad
user_3,0bd51988-2d06-465b-af09-7766acd2d466,2025-05-07T16:34:02.563679,add_to_cart,prod_75,mobile,social
user_60,d940ccff-83a3-4f78-b884-d6064cbe6fb7,2025-02-19T21:29:34.773589,remove_from_cart,prod_86,desktop,email
user_194,10ca07b7-b61b-4e74-8b68-cc752fda4ab4,2025-05-23T15:49:23.742000,add_to_cart,prod_72,tablet,ad
user_93,d12abac0-da31-45ea-b957-88c8ddab1080,2025-03-03T08:50:49.126943,add_to_cart,prod_28,mobile,email
user_49,0cdf4027-4534-4528-b4bb-3cadf7ba1cfa,2025-04-23T17:09:37.676893,remove_from_cart,prod_45,mobile,organic
user_34,33586999-0d6c-44c0-816f-9e88638aa6e7,2025-05-13T15:42:17.934338,view,prod_41,desktop,social
user_37,906059a5-466d-4dab-a8a7-c01552284a96,2025-02-28T04:51:22.910603,view,prod_94,tablet,social
user_42,85ef9fc5-cf16-430b-aada-890c14aa8cc8,2025-06-18T05:44:16.325149,purchase,prod_97,tablet,email
user_193,b5c90d63-41c5-4758-b5e3-6c186411e4a2,2025-03-17T19:27:06.635154,purchase,prod_97,tablet,email
user_188,a93d6941-a251-405c-af27-1cf1993af57b,2025-06-09T21:48:57.946068,add_to_cart,prod_36,mobile,email
user_1,ecf60a0c-f783-4fe9-8814-d7862143fe95,2025-05-24T05:51:19.955375,view,prod_91,tablet,social
user_187,7e8c7982-2e3b-4c56-8db9-c5f466f20df8,2025-05-15T20:37:40.306914,view,prod_84,mobile,ad
user_132,c7b77627-ac9b-4f7d-a6bc-8566f25e46fa,2025-06-17T15:40:57.466893,add_to_cart,prod_33,mobile,social
user_103,48dd8212-ee44-4bd7-b029-4588fff0cf00,2025-06-02T07:02:31.741895,remove_from_cart,prod_25,desktop,ad
user_142,45cee413-b72a-40b3-92c7-0804cde2f920,2025-03-23T06:12:54.686382,view,prod_19,mobile,organic
user_110,a911f23e-90ad-4b22-a1ad-0c09308ba4db,2025-06-17T02:26:01.356622,purchase,prod_47,desktop,ad
user_146,d732679a-885c-4d9a-853e-9cb177821bf7,2025-03-26T19:27:14.345891,add_to_cart,prod_85,desktop,email
user_34,af17abf7-9b80-4f5a-860d-026d25a1557d,2025-06-14T04:24:53.018865,remove_from_cart,prod_33,tablet,ad
user_1,16bf1a43-c4f2-4063-b1c7-0434e46afee5,2025-05-26T15:14:35.645460,purchase,prod_67,desktop,ad
user_53,de0a12fa-3dff-424c-9dec-746aa78f9833,2025-03-14T10:54:51.840469,view,prod_14,tablet,social
user_22,f93338e7-c705-49c3-a78c-64a0b40a5837,2025-01-28T20:20:03.380976,remove_from_cart,prod_79,desktop,email
user_189,e4aabbe7-52ad-4b4c-9611-3e44eeb0f8e3,2025-02-06T06:04:59.717200,purchase,prod_33,mobile,organic
user_150,8d4515db-f696-4e3f-9991-b5c04ad21794,2025-03-06T22:47:19.832912,add_to_cart,prod_42,tablet,ad
user_178,e92775bb-ec15-41d7-963b-5c724b0ec587,2025-06-30T13:25:05.485460,remove_from_cart,prod_86,mobile,organic
user_16,47d58d3f-a108-4b63-b1c5-2fddeaddb003,2025-05-09T21:32:34.228255,remove_from_cart,prod_65,tablet,email
user_156,d332458b-efaa-436f-8618-c25d02f1492a,2025-02-27T23:38:42.030128,add_to_cart,prod_95,mobile,ad
user_119,52c5e478-8840-4d86-9544-d6c1b3dd1856,2025-04-04T06:24:07.278791,view,prod_47,desktop,social
user_86,9f1b2bbc-6d03-4e95-b018-e72421f52bfb,2025-05-24T16:57:09.434946,view,prod_35,tablet,organic
user_198,b63a59c0-3197-4581-a92c-e77192b05df7,2025-02-06T03:35:50.728647,remove_from_cart,prod_84,tablet,social
user_42,8c089cab-c38f-40b2-8a1e-4cacc89e1297,2025-06-03T15:27:36.815315,remove_from_cart,prod_32,tablet,organic
user_194,ce5d8102-e214-45ca-aeca-70c33ccb2133,2025-02-16T02:14:48.447073,remove_from_cart,prod_55,desktop,email
user_71,673fea23-8939-4696-96a9-26c03977868a,2025-03-21T05:51:26.128516,purchase,prod_54,mobile,ad
user_117,6d162078-4002-44b6-a280-0b4844cc9993,2025-06-13T10:58:16.317035,remove_from_cart,prod_76,desktop,organic
user_163,5d43350d-fd76-430b-aa9f-1b4a133f49db,2025-04-02T09:01:40.936252,view,prod_51,desktop,social
user_20,0c77527d-64af-4666-95b8-d03597f605bf,2025-01-30T16:30:52.682244,add_to_cart,prod_80,desktop,organic
user_108,e6a561e6-6e6c-4611-9bba-49d474f9eae8,2025-07-02T12:56:59.139803,add_to_cart,prod_59,mobile,organic
user_130,e6a95b6e-e818-48b3-8e79-4386c41ccbd9,2025-01-04T18:02:37.900178,add_to_cart,prod_72,desktop,organic
user_7,263a7d1b-1c3e-465d-94b9-de8b5ccf80e4,2025-05-16T22:48:45.088993,remove_from_cart,prod_14,tablet,organic
user_177,a89a8ccb-bc18-43b2-b3cc-c52973ea43cd,2025-03-05T13:19:43.463343,remove_from_cart,prod_18,desktop,organic
user_9,a199ab5a-3e72-40bc-8712-28aec1022a51,2025-05-12T17:29:44.067827,add_to_cart,prod_55,mobile,organic
user_27,47a19512-d6c9-4f9d-8235-b3039d369cb0,2025-06-25T18:06:44.732023,purchase,prod_94,tablet,social
user_130,a081c54b-8337-4ee4-a736-02dc6c244da6,2025-02-15T01:27:15.819091,purchase,prod_97,mobile,organic
user_85,a4edca6d-5a3c-4cf0-a545-45334936da2d,2025-02-03T18:09:04.820831,purchase,prod_98,desktop,organic
user_196,05f8d62f-c0cd-4ebc-9b23-3c39973e8ced,2025-04-26T05:00:56.019053,purchase,prod_56,mobile,organic
user_60,d82d8ef1-d2c5-47ce-8b1f-6b8645e4fdc4,2025-04-14T07:36:57.577654,view,prod_49,tablet,ad
user_112,18abdc3c-0920-4852-bb53-c16124c46e6f,2025-07-01T19:06:45.834885,add_to_cart,prod_98,mobile,email
user_86,f1d5beaf-57a5-4e0f-b922-74c5502bbbbd,2025-01-14T06:49:31.825183,view,prod_60,tablet,email
user_177,e86920ca-1ea1-46c0-8692-af1a3792a0be,2025-04-24T04:56:58.665977,remove_from_cart,prod_53,tablet,email
user_130,25770b3d-4231-463c-8c00-273c56b53f22,2025-06-30T19:25:12.190228,purchase,prod_71,desktop,social
user_145,e4226a24-250c-43e0-99bb-8b8c3e67e279,2025-01-29T08:21:55.801848,purchase,prod_6,desktop,social
user_83,3425c917-8c25-473c-a50b-4e01a943ad15,2025-02-24T13:47:59.053584,add_to_cart,prod_70,tablet,social
user_104,333c46d0-b357-49c2-8f11-23702aebb606,2025-03-31T21:57:35.968822,purchase,prod_86,mobile,organic
user_88,d61e4f59-de13-4dfe-8f7b-eaa181730b0f,2025-06-30T08:18:34.992292,add_to_cart,prod_8,tablet,email
user_20,e212adae-4642-4e8f-b638-28d70dd58b43,2025-05-31T17:50:11.020508,remove_from_cart,prod_15,desktop,organic
user_126,13e629f1-bbea-412a-91b6-a96f55ff1e7a,2025-01-27T09:47:29.670497,purchase,prod_26,mobile,ad
user_98,5751b8d9-7365-4741-8043-ea23c2b35082,2025-03-15T22:28:33.588830,purchase,prod_39,tablet,email
user_160,8d54857f-665b-4be4-b055-140c2aa050e7,2025-05-08T03:54:45.786600,view,prod_3,desktop,ad
user_51,d93bd256-1efe-4bf4-8694-70a809db828e,2025-01-23T05:02:13.692547,add_to_cart,prod_57,tablet,ad
user_88,1dfd7ee1-13cd-4211-93cc-a4b01887cd3c,2025-01-31T02:29:22.700688,add_to_cart,prod_10,tablet,organic
user_170,fb8ab9db-6487-44bc-b0ec-62b090d078a2,2025-01-09T10:18:11.459932,purchase,prod_3,tablet,email
user_63,27655358-d365-485a-8f42-f072506cca0c,2025-02-23T16:59:36.289218,view,prod_94,mobile,ad
user_89,a85a96af-794e-4af4-9d02-9854ec8633a2,2025-02-18T21:22:04.742695,purchase,prod_46,desktop,email
user_189,06af7c5b-bbfb-4ec2-a57a-bdbaffbeb40b,2025-05-08T02:20:19.232492,add_to_cart,prod_22,desktop,ad
user_190,eebaccf0-90d6-40a4-9dfe-a9be4c0b3a4a,2025-06-25T04:13:52.282188,add_to_cart,prod_67,tablet,ad
user_131,bdb05c49-2ec4-4dc0-a735-1b3801efe790,2025-04-16T01:03:38.669662,purchase,prod_65,tablet,organic
user_89,0ce2037c-4d94-4292-bd88-cc8eda9ff2c8,2025-05-27T22:36:53.685712,remove_from_cart,prod_97,tablet,email
user_92,b43d1ee1-1e1d-41b1-8142-22abb1565dd5,2025-06-20T05:06:38.567742,purchase,prod_19,mobile,organic
user_76,744c493f-1b08-4d98-95ad-8b33bc1731d8,2025-04-22T02:46:41.052068,view,prod_100,desktop,organic
user_26,c3a8c8a9-052e-4c2f-bcfc-f50e0807b1c9,2025-06-22T11:25:51.720042,add_to_cart,prod_62,tablet,organic
user_176,16a95bf3-44d3-4a82-98a0-e572b823911c,2025-03-19T14:37:23.124708,add_to_cart,prod_98,desktop,organic
user_108,5bc07c1d-3c32-4b7e-ba33-40c360cfc10d,2025-02-14T10:27:06.193115,purchase,prod_57,tablet,organic
user_8,031795c3-3319-4708-835a-bae79234d981,2025-03-26T02:02:29.107563,remove_from_cart,prod_95,desktop,ad
user_133,30be4881-aa5a-4900-9a5c-7ed727c3cdaa,2025-06-13T06:42:29.275800,add_to_cart,prod_88,tablet,email
user_139,3b344b0a-1b6e-4bef-b1ae-06bd0e0e17af,2025-02-05T19:24:39.709606,purchase,prod_76,mobile,email
user_42,77e8ad72-434e-4a97-9224-c59c953946a0,2025-04-30T12:08:51.971287,remove_from_cart,prod_13,tablet,organic
user_119,0333f070-98b0-4467-aaa0-8b8a4d95a13c,2025-01-03T06:44:40.266665,purchase,prod_16,tablet,email
user_169,4577749e-604c-46a4-a475-c78b4857979c,2025-04-01T14:44:29.429168,purchase,prod_16,tablet,ad
user_108,8f226004-6ad0-4805-ae15-25d3c41189a1,2025-03-08T20:22:29.992325,purchase,prod_52,tablet,organic
user_147,a685ab9f-b7f1-4c65-8b7c-1f191e956a59,2025-05-12T14:36:36.267850,add_to_cart,prod_84,tablet,social
user_176,1e8b89bc-feaa-4776-9e22-f407b2815d67,2025-04-18T18:16:00.669519,remove_from_cart,prod_41,desktop,social
user_181,0bf50e41-3ee5-4be4-b80b-cd798e28f8da,2025-07-02T10:17:06.859548,view,prod_48,desktop,ad
user_183,e7cd336f-a729-480f-aeae-631835d6f3b2,2025-06-30T05:35:32.763166,view,prod_91,mobile,ad
user_120,8f0f85b4-dae9-43cf-8e47-1bde9090e16b,2025-06-26T00:07:21.873225,add_to_cart,prod_39,tablet,social
user_189,ea48c56a-13b8-4fe8-98ff-0eae05d54038,2025-03-15T01:41:41.404104,add_to_cart,prod_13,desktop,organic
user_160,e572b62a-695d-465e-ad21-24d630565824,2025-04-18T00:03:51.847556,purchase,prod_4,desktop,ad
user_46,fc07db5e-853e-489e-b4f7-d82e686fd139,2025-06-25T10:12:26.705316,purchase,prod_96,tablet,social
user_92,a75d8111-013f-46df-ba51-cc4a28513aae,2025-03-25T14:29:34.630569,remove_from_cart,prod_98,tablet,organic
user_164,9cab8e00-1c4c-42a5-9fc2-59e88064c49c,2025-04-08T20:35:29.856427,purchase,prod_43,mobile,ad
user_146,3e6c0e33-c8b8-40ce-963d-cd4be2588e72,2025-06-13T21:58:13.886139,remove_from_cart,prod_81,mobile,email
user_74,0ddbf617-a2fd-4745-9034-db7403886d76,2025-04-23T03:25:12.249640,purchase,prod_88,desktop,email
user_96,62c5c437-71db-4497-8cc3-7ed9b00e7aaf,2025-01-14T02:31:13.849882,purchase,prod_93,mobile,email
user_18,2ecaa4b2-5416-4ba5-abd7-7cea2538ecc7,2025-03-31T02:28:16.792888,view,prod_46,desktop,organic
user_140,eb3224cc-eb1c-4946-bfb2-376cc2b9fa7d,2025-01-02T17:11:46.907876,add_to_cart,prod_92,mobile,ad
user_115,4ebf2369-fdc4-49de-bc4e-22196ed691a3,2025-02-27T05:55:42.886096,remove_from_cart,prod_47,tablet,social
user_72,7d411085-5df7-482d-a2e0-51d95061796a,2025-04-17T00:47:51.130839,view,prod_86,mobile,ad
user_46,9e3e1f94-69ef-4ab8-adf0-9a1315bf3086,2025-01-05T07:21:27.960058,purchase,prod_92,desktop,email
user_183,c75e29ea-f57a-447e-9d4b-58048dd8bc1c,2025-05-10T20:17:24.566006,view,prod_53,mobile,email
user_38,3c66d38f-49c9-47cf-be46-07f126349b6d,2025-06-22T15:29:23.618539,remove_from_cart,prod_25,desktop,organic
user_130,406c1e27-9d61-4d99-aa6d-5f0cfbbe75db,2025-01-31T08:27:07.904948,add_to_cart,prod_41,desktop,social
user_9,596ecbfe-b68b-41a4-843f-ede44990ecc3,2025-01-21T03:07:58.873151,view,prod_3,mobile,organic
user_108,254e29e0-8243-4f9c-8da2-8be05fef638c,2025-02-12T17:13:19.579967,remove_from_cart,prod_77,mobile,social
user_133,26f3db99-f546-4975-b7fa-1d04768a609b,2025-07-02T23:16:43.573736,purchase,prod_95,desktop,ad
user_98,920356e5-34f1-44a5-9467-dfb0406eecd0,2025-06-24T03:05:36.278505,view,prod_13,tablet,organic
user_19,a1ee611c-b242-4850-b191-b1affbd071ed,2025-03-25T07:21:15.973124,add_to_cart,prod_18,mobile,organic
user_71,7d5df2f2-40b5-4f49-8c47-981e991d90e6,2025-01-12T01:01:41.003184,remove_from_cart,prod_37,desktop,organic
user_39,57a57ad3-2979-422d-a12e-ad84f98436bc,2025-03-10T19:07:20.670034,add_to_cart,prod_43,tablet,email
user_42,dbad059a-07b6-4477-b6f3-70771a80f49c,2025-02-05T02:32:08.630646,purchase,prod_34,desktop,email
user_145,9caf1847-a655-4014-a7ca-42ef4a2c98cf,2025-05-13T14:31:15.237769,add_to_cart,prod_81,mobile,social
user_191,4f1eeb78-bdfd-4160-b913-9afefbd16a49,2025-03-16T13:28:15.124809,purchase,prod_55,desktop,ad
user_90,d2e93917-5f15-4bf0-bea2-752445967489,2025-01-07T23:03:52.195373,purchase,prod_52,desktop,organic
user_174,fe0525ca-3b17-40c7-9480-0865338fbef9,2025-03-17T01:30:35.789987,view,prod_85,desktop,email
user_107,56f68da9-cbaf-4e2a-8a8c-caee99763601,2025-02-08T20:29:06.288477,purchase,prod_36,mobile,organic
user_148,52ac62f2-8696-4bca-a8dd-bb434d389547,2025-02-19T11:29:55.530020,add_to_cart,prod_54,tablet,social
user_198,64107f0f-b4b8-431e-b964-db9e717f3030,2025-03-15T09:44:03.347863,view,prod_59,tablet,social
user_136,8720cc59-6d5e-41d4-b60c-09c71f6b8d7a,2025-03-03T08:49:49.458525,purchase,prod_52,tablet,ad
user_96,d12f8e1b-3ebf-46ca-ac9a-2290852d23ac,2025-04-28T05:48:27.285716,remove_from_cart,prod_19,tablet,social
user_147,5748d024-5c6c-416a-8d6b-98ced1aa3e94,2025-01-10T07:55:07.387911,remove_from_cart,prod_12,mobile,organic
user_32,80edc6f6-cd66-43f3-ace1-50d4acee9c0b,2025-01-30T09:40:38.587614,purchase,prod_92,desktop,ad
user_126,fa701f0f-dd0e-401d-985d-768731dbb2ff,2025-02-27T05:53:07.335900,view,prod_11,tablet,ad
user_147,a9a3ccff-4791-4a83-be63-42c0dc32cbb8,2025-02-24T06:11:53.087370,view,prod_48,tablet,email
user_24,cfb88da7-2d40-4d6a-ada6-2235b03d59ed,2025-04-16T07:25:16.658303,view,prod_92,mobile,organic
user_24,5e01361a-f0f9-43c4-890c-e8a9fdb5e60a,2025-06-04T01:27:22.039639,add_to_cart,prod_99,desktop,social
user_184,00eea520-2d13-4458-b4b4-5b96e23b313a,2025-01-11T02:50:02.665145,remove_from_cart,prod_79,desktop,email
user_120,721e41ee-faaf-4ad9-8928-212a22c6b84e,2025-03-05T13:05:23.466552,purchase,prod_16,tablet,organic
user_18,c8c392f5-7201-4df4-86d8-741e89dd8246,2025-02-20T03:28:34.490969,purchase,prod_71,tablet,organic
user_140,868d139f-2e54-44df-82d2-0572b51ffcb2,2025-07-02T15:25:35.598074,remove_from_cart,prod_47,desktop,ad
user_41,8256e3aa-8f78-4f27-b67b-c223b6107346,2025-04-24T14:56:13.406410,add_to_cart,prod_67,mobile,ad
user_87,d62acad3-e3f0-459b-851f-6927cf385ce3,2025-02-02T22:10:48.363146,view,prod_31,desktop,organic
user_176,5b1ebc18-1f00-42f6-8332-d2bdfffce5ab,2025-03-13T00:41:35.339700,remove_from_cart,prod_76,desktop,email
user_82,90b86973-1a6d-4652-baac-04ad5b254544,2025-03-04T23:37:30.899231,purchase,prod_8,tablet,ad
user_192,0b9136a4-9c31-449b-b98a-ddffc0083cd8,2025-04-17T20:10:58.762602,add_to_cart,prod_89,mobile,ad
user_144,e8e756cd-ca6e-4247-a3b3-999e875e5d32,2025-07-05T04:02:15.195788,purchase,prod_61,mobile,organic
user_151,c045d1d4-12f5-4679-b7d3-f8a8885f0665,2025-04-28T12:00:14.166130,view,prod_44,mobile,organic
user_167,4b239f00-98e7-4fa1-8ae8-d7ee72926d05,2025-06-25T23:40:54.474547,remove_from_cart,prod_50,tablet,ad
user_33,a4d518f4-6520-42f1-b483-b8691c35094c,2025-05-23T16:58:31.616474,view,prod_35,mobile,email
user_24,6310ff0e-3e72-4fdd-9d1a-70f801023a3e,2025-03-28T08:57:20.931173,add_to_cart,prod_76,mobile,ad
user_61,1278346d-6a4f-43ed-a3d4-25704ee71cb4,2025-01-16T18:28:58.019868,remove_from_cart,prod_61,tablet,organic
user_55,2e2025c7-accc-4f2d-a6fc-0704299afa71,2025-04-06T17:08:37.170079,view,prod_85,desktop,ad
user_189,98bc7531-a849-4aef-b5b8-78a7f18012b2,2025-03-02T11:45:18.596843,view,prod_90,mobile,organic
user_84,1b716547-7ee9-432a-a31a-b26905864ce6,2025-02-12T02:18:28.296573,view,prod_55,desktop,ad
user_168,6aa03b23-2ada-4e00-980c-2e52dccb05c9,2025-06-03T13:18:25.758512,add_to_cart,prod_66,mobile,organic
user_186,76946fcf-5b32-4c4d-afad-fa5072806b29,2025-06-04T23:24:46.734771,view,prod_14,desktop,organic
user_119,77572a2e-5c7e-47a2-84d5-3bf8b8786553,2025-03-27T06:24:22.376535,purchase,prod_4,desktop,email
user_72,8e200ae4-5393-4f53-b15c-da7b61264e93,2025-06-15T16:58:55.757986,remove_from_cart,prod_17,tablet,organic
user_74,664dc4d7-4c60-421a-9245-3c621712214d,2025-02-10T23:03:55.069993,remove_from_cart,prod_69,tablet,ad
user_129,89a1403e-75c4-456f-908a-4ddf7013deaa,2025-02-18T06:13:42.028314,view,prod_24,mobile,organic
user_85,20654408-e07e-4045-8e30-3d682903b51e,2025-02-26T18:54:37.604702,add_to_cart,prod_49,mobile,social
